ID,Gender,DevTyp,WBC,LYMp,MONp,NEUp,EOSp,BASOp,LYMn,MONn,NEUn,EOSn,BASOn,RBC,HGB,HCT,MCV,MCH,MCHC,RDWSD,RDWCV,PLT,MPV,PDW,PCT,PLCR,PLCC
203,0.0,1.0,3.8,27.89,9.26,60.66,1.86,0.33,1.06,0.352,2.305,0.071,0.013,4.53,12.6,41.3,91.1,27.8,31.0,43.7,12.2,122.0,8.5,7.6,0.1,22.34,27.0
204,0.0,1.0,9.01,36.37,5.4,55.85,2.02,0.36,3.277,0.487,5.032,0.182,0.032,4.53,12.1,41.3,91.2,26.7,29.0,44.8,13.3,34.0,9.6,6.5,0.03,36.36,12.0
205,0.0,2.0,6.15,28.53,10.88,53.83,6.58,0.18,1.75,0.67,3.32,0.4,0.01,4.52,60.7,23.6,52.2,13.4,25.7,43.4,20.8,482.3,6.7,15.5,0.32,20.1,116.7466044203286
206,1.0,2.0,60.87,83.0,2.68,12.72,1.28,0.32,50.53,1.63,7.74,0.78,0.19,3.0,10.07,29.3,97.7,33.6,34.4,62.1,15.9,49.6,8.4,17.8,0.04,38.2,23.87166291514682
207,1.0,2.0,5.96,29.52,17.55,52.11,0.49,0.33,1.76,1.05,3.1,0.03,0.02,4.06,6.41,23.3,57.4,158.0,27.5,49.8,21.7,343.6,10.0,17.0,0.34,56.5,138.57244512382792
208,0.0,2.0,4.77,32.8,15.18,47.23,473.0,0.06,1.56,0.72,2.26,0.23,0.0,3.94,10.56,32.3,82.0,26.8,32.7,49.5,15.1,233.2,10.7,18.4,0.25,57.0,225.86125748125238
209,0.0,2.0,16.13,10.08,11.42,78.25,0.22,0.03,1.63,1.84,12.62,0.04,0.0,4.71,13.26,39.6,84.1,28.2,33.5,53.8,16.0,13.5,11.3,19.8,0.02,64.9,44.67378045437872
210,1.0,2.0,0.33,83.36,10.11,4.17,2.36,0.0,0.28,0.03,0.01,0.01,0.0,2.89,6.6,22.8,78.9,22.8,28.9,60.0,19.0,35.1,8.6,18.7,0.03,42.6,34.81925590348424
211,1.0,2.0,3.59,8.04,22.14,68.93,0.33,0.56,0.29,0.79,2.48,0.01,0.02,2.69,7.25,21.4,79.6,27.0,33.9,51.6,16.2,74.6,10.2,17.7,0.08,54.4,51.01360244408014
212,0.0,2.0,9.26,20.78,12.68,63.25,3.02,0.27,1.92,1.17,5.86,0.28,0.03,4.44,10.22,31.4,70.7,23.0,32.5,51.8,18.3,187.8,9.3,19.0,0.17,45.1,65.63696505867318
213,1.0,2.0,5.81,26.32,12.68,40.05,20.76,0.19,1.53,0.74,2.32,1.21,0.01,4.96,15.36,46.1,92.9,31.0,33.3,48.3,13.0,184.1,8.2,16.6,0.15,34.8,46.53908726210981
214,1.0,2.0,2.06,30.34,39.86,29.16,0.11,0.53,0.63,0.82,0.6,0.0,0.01,2.55,7.46,22.4,87.8,29.3,33.3,53.7,15.3,21.2,9.8,19.8,0.02,51.4,29.793480246331853
215,1.0,2.0,8.7,33.76,9.32,54.35,2.42,0.15,2.94,0.81,4.73,0.21,0.01,5.29,17.25,51.8,97.9,32.6,33.3,52.1,13.3,269.9,8.4,17.2,0.23,36.9,70.83282296843797
216,1.0,2.0,10.67,12.0,25.25,60.94,1.7,0.11,1.28,2.69,6.51,0.18,0.01,4.87,12.92,40.1,82.3,26.5,32.2,56.3,17.1,364.8,9.6,19.0,0.35,46.4,111.04773673711477
217,0.0,2.0,7.08,32.0,5.75,61.18,0.78,0.29,2.27,0.41,4.32,0.06,0.02,2.99,6.26,21.3,71.2,20.9,29.4,56.7,19.9,320.5,10.3,19.5,0.33,54.3,127.77644056163405
218,1.0,2.0,6.24,36.9,9.18,50.12,3.59,0.21,2.3,0.57,3.14,0.22,0.01,2.61,8.71,25.8,98.9,33.4,33.8,106.8,27.0,484.7,8.9,18.9,0.43,39.3,141.11282733564389
219,1.0,2.0,6.63,44.85,7.83,41.92,5.15,0.25,2.97,0.52,2.78,0.34,0.02,5.65,8.15,29.6,52.4,14.4,27.5,42.3,20.2,459.0,8.2,18.3,0.38,36.9,136.9964974605423
220,0.0,2.0,7.96,15.5,9.74,59.05,15.4,0.31,1.23,0.78,4.7,1.23,0.02,3.92,6.67,23.2,59.2,17.0,28.8,39.5,16.7,555.2,9.3,17.0,0.52,46.7,177.95239396050573
221,1.0,2.0,3.3,49.06,37.21,12.71,0.35,0.67,1.67,1.23,0.42,0.01,0.02,2.5,6.57,20.5,82.0,26.3,32.0,46.2,14.1,16.9,11.2,18.7,0.02,65.8,58.02794319712945
222,1.0,2.0,3.08,78.45,8.72,12.72,0.0,0.11,2.42,0.27,0.39,0.0,0.0,1.42,3.68,11.1,78.2,25.9,33.2,63.2,20.0,5.9,10.155852948799032,18.40417148758543,0.5576062973396076,41.32933562958641,21.446081370345382
223,1.0,2.0,12.09,10.18,17.03,68.54,2.81,1.44,1.23,2.06,8.29,0.34,0.17,4.85,12.51,38.4,79.2,25.8,32.6,59.9,18.9,906.6,8.3,18.0,0.75,34.5,238.31727233368224
224,0.0,2.0,3.49,37.24,17.51,34.58,10.41,0.26,1.3,0.61,1.21,0.36,0.01,4.38,10.78,41.1,93.8,24.6,26.2,49.5,13.2,194.5,9.2,17.4,0.18,44.3,77.26972334229364
225,1.0,2.0,5.59,44.87,16.92,34.19,3.72,0.3,2.5,0.95,1.91,0.21,0.02,5.94,16.86,51.6,86.9,28.4,32.7,45.5,13.1,229.5,9.2,18.7,0.21,43.2,71.46698463473572
226,0.0,2.0,28.35,30.58,8.47,59.37,1.04,0.54,8.67,2.4,16.84,0.29,0.15,4.18,8.31,29.4,70.3,19.9,28.3,81.8,29.1,176.0,8.6,14.2,0.15,45.9,68.39373970753212
227,0.0,2.0,6.75,32.5,8.64,57.24,1.55,0.07,2.19,0.58,3.88,0.1,0.0,5.23,13.89,47.5,90.8,26.6,29.2,48.7,13.4,218.6,8.1,18.5,0.18,32.1,55.61766741133773
228,0.0,2.0,4.0,33.18,11.22,52.7,2.76,0.14,1.33,0.45,2.1,0.11,0.01,2.75,7.09,26.9,97.8,25.8,26.4,53.6,13.7,191.0,7.8,16.8,0.15,30.2,55.573569270858236
229,1.0,2.0,2.23,22.2,10.58,61.65,5.1,0.47,0.5,0.24,1.37,0.11,0.01,4.27,8.19,31.0,72.6,19.2,26.4,57.8,19.9,62.7,9.5,22.2,0.06,51.7,54.274897859754354
230,1.0,2.0,1.56,33.65,23.32,36.07,6.66,0.3,0.52,0.36,0.58,0.1,0.0,4.73,11.7,45.0,95.1,247.0,26.0,59.7,15.7,103.5,8.0,17.1,0.08,33.2,31.410070214401692
231,0.0,2.0,4.54,13.89,13.72,71.17,1.16,0.06,0.63,0.62,3.24,0.05,0.0,3.14,7.78,28.9,92.0,24.8,26.9,68.4,18.6,179.5,8.5,17.5,0.15,37.7,61.86459436434419
232,0.0,2.0,4.16,16.2,7.03,76.13,0.42,0.22,0.67,0.29,3.17,0.02,0.01,2.75,3.72,16.8,61.1,13.5,22.1,54.5,22.3,210.4,10.4,17.9,0.22,58.8,117.48486375780243
233,0.0,2.0,6.57,18.59,8.32,71.34,8.32,1.63,0.12,1.22,0.55,4.68,0.11,0.01,6.91,23.5,63.2,18.6,29.4,51.6,20.4,431.6,8.1,16.9,0.35,34.1,126.06964842695723
234,0.0,2.0,5.74,42.6,8.59,41.36,7.13,0.32,2.45,0.49,2.37,0.41,0.02,4.54,11.99,36.8,81.1,26.4,32.6,57.1,17.6,332.6,9.3,18.0,0.31,44.5,107.69594539185468
235,1.0,2.0,7.98,30.61,12.05,48.73,8.46,0.15,2.44,0.96,3.89,0.68,0.01,4.19,14.05,41.5,99.0,33.5,33.9,49.9,12.6,189.1,9.0,17.9,0.17,43.1,61.03760227679455
236,1.0,2.0,5.46,18.83,11.37,62.55,7.07,0.18,1.03,0.62,3.41,0.39,0.01,2.23,6.57,6.57,20.6,92.4,29.5,31.9,78.4,21.2,10.9,20.0,0.03,60.4,55.047151188773746
237,0.0,2.0,40.0,9.93,18.1,66.13,4.69,1.15,1.6473759589187322,1.911914308054691,9.918530439660035,0.3313032079060011,0.2313529564882424,3.23,10.53,29.8,92.3,32.6,35.3,66.5,18.0,802.6,9.6,20.1,0.77,44.9,225.07498039054428
238,1.0,2.0,5.36,51.28,13.57,30.24,4.73,0.18,2.75,0.73,1.62,0.25,0.01,5.12,16.13,47.6,93.0,31.5,33.9,44.6,12.0,262.9,9.0,17.2,0.24,41.3,78.45549649384051
239,0.0,2.0,10.55,37.36,6.22,46.44,9.56,0.42,3.94,0.66,4.9,1.01,0.04,4.49,10.57,32.0,71.3,23.5,33.0,41.6,14.6,425.4,9.9,17.6,0.42,50.6,142.74127808025483
240,1.0,2.0,40.0,86.63,10.28,2.14,0.38,0.57,23.60931045187778,2.24653613704107,0.5463566342080703,0.4724123623878631,0.3371835961635582,1.67,8.12,17.5,104.8,48.6,46.4,158.5,37.8,124.1,7.9,18.2,0.1,31.3,19.828867630795884
241,0.0,2.0,5.42,54.86,12.67,31.59,0.69,0.19,2.97,0.69,1.71,0.04,0.01,5.17,9.3,31.6,61.1,18.0,29.4,50.8,20.8,445.3,8.9,17.2,0.4,43.0,141.38564212415855
242,1.0,2.0,4.32,32.57,13.67,47.54,6.03,0.19,1.41,0.59,2.05,0.26,0.01,2.61,6.78,22.4,85.8,26.0,30.3,47.0,13.7,223.6,9.7,18.0,0.22,48.9,90.92446772725052
243,0.0,2.0,7.58,33.07,13.71,51.89,1.06,0.27,2.51,1.04,3.93,0.08,0.02,3.86,10.09,33.0,85.5,26.1,30.6,59.9,17.5,283.1,8.7,20.1,0.25,39.5,85.89224131865947
244,0.0,2.0,6.17,25.86,7.04,48.17,18.7,0.23,1.6,0.43,2.98,1.15,0.01,2.86,5.84,19.6,68.5,20.4,29.8,63.0,23.0,329.7,8.6,18.1,0.28,38.1,103.68148279027096
245,0.0,2.0,3.98,17.8,11.72,67.55,2.75,0.18,0.71,0.47,2.68,0.11,0.01,4.28,12.24,37.7,88.1,28.6,32.5,65.9,18.7,108.4,11.5,17.9,0.12,63.8,78.18380526994412
246,1.0,2.0,6.4,4.28,11.87,82.04,1.3,0.51,0.27,0.76,5.26,0.08,0.03,3.74,11.07,31.4,84.0,29.6,35.3,46.7,13.9,226.3,8.8,22.0,0.2,41.9,64.4848178267531
247,0.0,2.0,14.2,38.84,36.81,21.22,2.11,1.02,20.24,19.18,11.06,1.1,0.53,2.4,7.42,22.2,92.5,30.9,33.4,118.4,32.0,43.2,10.1,19.0,0.04,57.6,45.308937744662096
248,0.0,2.0,12.05,36.06,10.07,50.54,3.08,0.25,4.35,1.21,6.09,0.37,0.03,4.86,12.68,39.6,81.5,26.1,32.0,39.4,12.1,353.8,8.3,16.9,0.29,34.9,94.03601806449356
249,0.0,2.0,7.63,9.21,5.99,83.29,1.3,0.21,0.7,0.46,6.35,0.1,0.02,3.67,7.6,24.6,67.0,20.7,30.9,48.8,18.2,797.0,9.7,21.5,0.77,45.8,235.90307456806133
250,0.0,2.0,7.55,37.33,13.73,38.36,10.37,0.21,2.82,1.04,2.89,0.78,0.02,5.14,13.97,42.2,82.1,27.2,33.1,47.3,14.4,304.8,10.6,19.3,0.32,55.5,115.07740097856575
251,1.0,2.0,6.44,39.65,12.81,42.17,5.25,0.15,2.55,0.82,2.72,0.34,0.01,5.04,12.79,46.6,92.5,25.4,27.4,47.0,12.7,393.6,9.0,16.9,0.35,43.3,126.64457458699314
252,1.0,2.0,5.51,26.19,11.27,58.69,3.58,0.27,1.44,0.62,3.24,0.2,0.01,5.29,11.97,45.9,86.8,22.6,26.1,49.0,14.1,248.2,7.9,16.5,0.2,31.6,68.01366546138581
253,0.0,2.0,5.94,28.6,14.45,51.97,4.76,0.22,1.7,0.86,3.09,0.28,0.01,3.12,9.6,30.4,97.4,27.6,28.3,49.5,12.7,343.1,7.3,16.0,0.25,25.6,84.00390885420475
254,1.0,2.0,5.81,32.12,11.97,48.34,6.94,0.63,1.87,0.7,2.8,0.4,0.04,4.35,5.34,23.6,54.3,12.3,22.6,43.2,19.9,439.5,7.3,16.3,0.32,27.3,123.06786224297582
255,1.0,2.0,5.94,23.54,12.86,54.02,8.86,0.72,1.4,0.76,3.21,0.53,0.04,5.12,6.56,29.2,57.0,12.8,22.5,48.8,21.4,274.0,9.7,16.0,0.27,55.0,124.50146719871097
256,0.0,2.0,11.89,10.0,9.15,79.29,1.31,0.25,1.19,1.09,9.42,0.16,0.03,4.85,6.17,24.1,49.7,12.7,25.6,40.8,20.5,393.3,8.4,16.5,0.33,41.5,125.49448184264708
257,0.0,2.0,3.0,45.67,12.43,39.3,2.09,0.51,1.37,0.37,1.18,0.06,0.02,3.4,8.87,31.5,92.6,26.1,28.2,60.7,16.4,128.8,9.1,19.5,0.12,43.2,57.26681299626433
258,1.0,2.0,9.51,23.04,7.9,65.34,3.56,0.16,2.19,0.75,6.21,0.34,0.02,4.18,10.4,32.7,78.2,27.9,31.8,46.9,15.0,213.9,10.1,18.8,0.22,52.0,86.58559676871926
259,0.0,2.0,6.93,36.48,11.28,46.98,5.0,0.26,2.53,0.78,3.25,0.35,0.02,4.21,10.06,35.0,83.0,23.9,28.7,43.9,13.2,303.8,10.1,17.8,0.31,52.2,117.89889909227807
260,1.0,2.0,5.13,46.58,9.29,40.98,2.93,2.93,0.22,2.39,0.48,2.1,0.15,0.01,11.2,42.2,87.9,23.3,26.5,45.0,12.8,192.6,9.3,18.0,0.18,46.0,80.73160155106268
261,1.0,2.0,4.83,39.18,11.41,45.83,3.28,0.3,1.89,0.55,2.22,0.16,0.01,4.94,11.41,44.2,89.5,23.1,25.8,43.0,12.0,288.1,9.5,18.0,0.27,47.5,108.03016884058388
262,0.0,2.0,4.09,21.06,13.62,61.7,3.41,0.2,0.86,0.56,2.52,0.14,0.01,2.22,5.88,21.7,97.7,26.5,27.1,83.2,21.3,136.9,8.3,18.0,0.11,36.3,50.554945606678594
263,1.0,2.0,4.16,23.44,9.57,64.85,1.68,0.46,0.98,0.4,2.69,0.07,0.02,3.3,8.77,31.6,95.8,26.6,27.8,56.7,14.8,201.8,10.1,19.0,0.2,51.8,91.29840604436822
264,1.0,2.0,14.8,10.33,12.31,74.14,2.66,0.56,1.53,1.82,10.98,0.39,0.08,2.93,4.85,19.5,66.6,16.6,24.9,77.5,27.1,552.9,7.0,16.2,0.39,21.8,136.68305373129832
265,0.0,2.0,2.6,36.3,25.01,32.64,5.94,0.11,0.95,0.65,0.85,0.15,0.0,5.67,7.53,29.0,51.1,13.3,26.0,21.9,21.9,403.3,7.6,17.9,0.31,32.0,112.0064173788449
266,0.0,2.0,6.78,40.8,11.19,44.07,3.34,0.6,2.77,0.76,2.98,0.23,0.04,3.99,6.88,27.4,68.7,17.2,25.1,48.6,17.7,483.3,8.1,17.7,0.39,33.5,141.52240280632685
267,0.0,2.0,2.79,54.48,13.62,30.55,1.31,0.04,1.52,0.38,0.85,4.0,0.0,5.56,9.25,35.5,63.8,16.6,26.1,36.0,14.1,287.9,8.6,17.1,0.25,37.9,94.1313994211715
268,0.0,2.0,8.2,24.81,11.53,58.6,4.9,0.16,2.03,0.95,4.81,0.4,0.01,4.5,10.9,39.9,88.7,24.2,27.3,51.8,14.6,256.8,8.3,18.0,0.21,35.4,75.31063348390151
269,0.0,2.0,7.32,32.24,7.73,52.93,6.79,0.31,2.36,0.57,3.87,0.5,0.02,3.55,7.5,27.7,78.0,21.1,27.1,41.2,13.2,195.5,8.7,17.3,0.17,40.6,72.65477531049385
270,0.0,2.0,5.75,25.04,14.13,57.9,2.84,0.09,1.44,0.81,3.33,0.16,0.01,4.67,9.84,39.4,84.4,21.1,25.0,64.5,19.1,182.4,10.3,19.1,0.19,54.1,91.24602454532294
271,1.0,2.0,6.93,26.8,7.61,58.61,7.21,0.22,1.86,0.5,4.05,0.5,0.02,4.63,13.0,41.5,89.6,28.1,31.3,57.0,15.9,263.2,9.8,17.6,0.26,50.7,99.10224157427459
272,0.0,2.0,6.81,35.8,10.33,48.77,4.68,0.42,2.44,0.7,3.32,0.32,0.03,4.51,12.24,37.6,83.4,27.1,32.6,49.4,14.8,238.4,10.8,18.6,0.26,58.0,103.58107962487131
273,1.0,2.0,10.06,29.33,9.28,52.7,8.53,0.16,2.95,0.93,5.3,0.86,0.02,6.45,18.37,56.6,87.8,28.5,32.5,43.2,12.3,313.0,9.2,17.4,0.29,43.8,93.93655190963901
274,0.0,2.0,7.87,36.68,12.64,48.6,2.0,0.08,2.89,0.99,3.82,0.16,0.01,2.38,6.97,21.6,90.8,29.3,32.3,57.0,15.7,22.3,9.6,19.5,0.02,50.5,35.21570585750069
275,1.0,2.0,40.0,84.65,14.11,0.71,0.02,0.51,20.678659136706173,2.274203180813921,-0.3775552523810042,0.4961153350825377,0.2223476698552963,1.64,5.35,15.0,91.5,32.6,35.7,58.6,16.0,56.3,8.2,19.8,0.05,35.1,20.466625293578822
276,1.0,2.0,8.84,39.72,10.5,40.2,9.25,0.33,3.37,0.89,3.41,0.78,0.03,4.5,14.6,44.7,92.2,30.1,32.7,47.6,12.9,491.0,9.3,16.5,0.46,46.6,151.87758020633987
277,1.0,2.0,5.94,30.2,65.33,3.65,0.39,0.43,1.79,3.88,0.22,0.02,0.03,3.18,6.99,23.7,74.5,22.0,29.5,58.1,19.5,195.4,10.9,19.1,21.0,60.4,93.5088060419485
278,0.0,2.0,19.35,29.39,11.7,53.91,4.73,0.8,5.69,2.16,10.43,0.92,0.15,4.4,12.35,37.7,85.7,28.1,32.8,44.9,13.1,678.3,9.2,17.4,0.62,45.1,196.30474844649223
279,1.0,2.0,10.15,27.96,10.51,49.7,5.68,6.15,27.96,10.51,49.7,5.68,6.15,2.59,7.37,23.4,90.3,28.5,31.5,72.6,20.1,170.3,8.8,18.9,0.15,37.8,28.30456995019724
280,0.0,2.0,9.31,19.05,10.6,66.89,3.34,0.12,1.77,0.99,6.23,0.31,0.01,3.11,9.19,28.5,91.6,29.5,32.2,60.5,16.5,186.9,10.0,19.5,0.19,51.2,77.85877271357393
281,0.0,2.0,14.21,33.21,8.18,55.18,2.95,0.48,4.72,1.16,7.84,0.42,0.07,5.71,14.24,43.3,75.8,24.9,32.9,46.7,15.4,136.8,9.8,21.5,0.13,48.1,53.11471666497193
282,1.0,2.0,7.72,29.52,12.52,56.78,0.89,0.29,2.28,0.97,4.38,0.07,0.02,3.56,10.05,30.7,86.2,28.2,32.7,48.6,14.1,707.6,8.3,17.7,0.59,34.7,190.8242347886553
283,1.0,2.0,29.36,12.89,14.21,71.3,1.34,0.26,3.78,4.17,20.94,0.39,0.08,2.22,6.56,19.2,86.5,29.5,34.2,48.4,14.0,377.9,9.3,16.5,0.35,45.8,110.43636532704602
284,1.0,2.0,34.54,13.19,45.03,39.8,1.93,0.05,4.56,15.54,13.75,0.67,0.02,5.35,13.89,43.0,80.4,26.0,32.3,39.9,12.4,68.5,9.5,18.7,0.07,45.9,20.2828402824954
285,1.0,2.0,9.53,25.63,9.95,62.81,1.33,0.28,2.44,0.95,5.98,0.13,0.03,5.56,16.09,48.7,87.6,28.9,33.0,45.2,12.9,199.2,9.8,19.0,0.2,48.1,69.81371727506354
286,0.0,2.0,13.47,3.4,19.29,74.85,2.05,0.41,0.46,2.6,10.07,0.28,0.06,2.41,8.0,22.8,94.6,33.2,35.1,108.6,28.7,246.2,10.2,24.9,0.25,49.9,82.67235827352502
287,0.0,2.0,6.52,29.63,9.0,60.6,0.77,0.0,1.93,0.59,3.95,0.05,0.0,5.12,11.68,37.4,73.0,22.8,31.2,38.5,13.2,303.1,11.6,19.1,0.35,62.5,129.9642546741064
288,0.0,2.0,4.59,41.77,9.0,44.88,4.07,0.28,1.92,0.41,2.06,0.19,0.01,4.12,12.2,36.8,89.3,29.6,33.2,43.9,12.3,293.0,7.4,16.3,0.22,26.1,64.30000249155216
289,1.0,2.0,9.71,37.14,14.83,45.84,2.09,0.1,3.61,1.44,4.45,0.2,0.01,4.21,13.18,39.8,94.5,31.3,33.1,50.3,13.3,127.0,7.7,17.6,0.1,30.9,23.69122136275454
290,0.0,2.0,7.75,41.71,9.75,46.14,2.25,0.15,3.23,0.76,3.58,0.17,0.01,3.8,10.27,32.6,84.0,26.5,31.5,54.1,16.1,393.5,10.0,17.6,0.39,50.8,136.91932646747352
291,1.0,2.0,24.16,25.55,17.49,48.89,7.77,0.3,6.17,4.23,11.81,1.88,0.07,4.91,12.07,41.2,83.9,24.6,29.3,44.0,13.1,183.8,8.1,17.4,0.15,33.6,44.03108669320844
292,1.0,2.0,2.96,29.06,12.65,43.33,14.81,0.15,0.86,0.37,1.29,0.44,0.0,3.24,8.65,27.6,85.2,26.7,31.3,47.0,13.8,111.2,8.8,16.6,0.1,40.4,44.20437300595112
293,0.0,2.0,9.45,29.76,6.26,61.46,2.35,0.17,2.81,0.59,5.81,0.22,0.02,3.77,6.86,23.7,62.9,18.2,28.9,43.5,17.3,434.5,9.2,17.4,0.4,44.0,140.39739246872028
294,0.0,2.0,16.98,27.57,13.6,53.31,5.39,0.13,4.68,2.31,9.05,0.92,0.02,5.06,12.78,42.7,84.4,25.3,29.9,47.3,14.0,281.4,10.6,17.5,0.3,58.2,114.60686367552168
295,0.0,2.0,8.02,19.93,9.03,69.92,0.99,0.13,1.6,0.72,5.61,0.08,0.01,4.22,10.19,33.9,80.3,24.1,30.1,46.6,14.5,67.8,11.0,17.6,0.07,62.6,67.91893550342058
296,1.0,2.0,40.0,84.44,12.85,1.87,0.14,0.7,18.962118184402364,2.2996894907390817,2.210538441359737,0.45481433977499847,0.39974040255676124,1.45,8.84,14.7,101.4,40.0,150.0,184.1,45.0,94.7,7.8,18.5,0.07,31.9,-144.1321183508353
297,0.0,2.0,6.24,34.53,18.18,40.99,6.06,0.24,2.15,1.13,2.57,0.38,0.01,2.53,7.82,24.8,98.0,30.9,31.5,68.2,17.4,72.4,8.7,18.7,0.06,40.2,31.69788096182564
298,1.0,2.0,5.12,36.94,13.34,44.97,4.44,0.31,1.89,0.68,2.3,0.23,0.02,5.11,14.16,47.3,92.6,27.7,29.9,46.7,12.6,253.6,8.6,16.8,0.22,37.9,75.08612085552801
299,1.0,2.0,13.87,13.52,8.92,76.27,1.0,0.29,1.88,1.24,10.57,0.14,0.04,5.1,13.23,43.9,85.2,25.7,30.1,46.7,13.7,818.3,7.8,16.2,0.64,30.3,210.63110625385357
300,0.0,2.0,6.67,39.16,8.8,49.13,2.4,0.51,2.61,0.59,3.28,0.16,0.03,4.13,9.92,35.1,85.0,24.0,28.3,44.9,13.2,426.8,8.0,15.8,0.34,31.4,117.0254608211809
